epoch,loss,val_loss
0,0.00046116969315335155,0.00018065869517158717
1,0.0005518519319593906,0.00037822002195753157
2,0.000546725292224437,0.00018803129205480218
3,0.0004487530095502734,0.00015807017916813493
4,0.00044015736784785986,0.00015998473099898547
5,0.00040037513826973736,0.00018044424359686673
6,0.0005347559927031398,0.00029074036865495145
7,0.0004661413258872926,0.00018062420713249594
8,0.0004378745798021555,0.00018777220975607634
9,0.00047075090697035193,0.00021026724425610155
10,0.0004750229127239436,0.00016341544687747955
11,0.0005940007395111024,0.0001695877726888284
12,0.0004245605377946049,0.0003335396177135408
13,0.00048718415200710297,0.00019938565674237907
14,0.00043175421888008714,0.00017724094504956156
15,0.0006210658466443419,0.00021239455963950604
16,0.0005687824450433254,0.00020512568880803883
17,0.00041578715899959207,0.00030907613108865917
18,0.0004284127790015191,0.00021533218387048692
19,0.00043405796168372035,0.00022501731291413307
20,0.0005465467693284154,0.0002241842303192243
21,0.0004015255835838616,0.00039299341733567417
22,0.00045942977885715663,0.0001988805888686329
23,0.0004125720006413758,0.00019532936858013272
24,0.0005279756151139736,0.0001834866270655766
25,0.00044294801773503423,0.00028653707704506814
26,0.00043324322905391455,0.00020231738744769245
27,0.00043773773359134793,0.00017481730901636183
28,0.0004422648635227233,0.0002478477545082569
29,0.0003926713252440095,0.0001651810307521373
30,0.0004176076326984912,0.0001785282656783238
31,0.0003747820155695081,0.00016989497817121446
32,0.0005845274426974356,0.00019607189460657537
33,0.000477051071356982,0.00016189525194931775
34,0.00042564235627651215,0.00016692913777660578
35,0.00041273279930464923,0.00022357793932314962
36,0.0005881695542484522,0.00022156989143695682
37,0.00038449681596830487,0.0001812391128623858
38,0.0004136586794629693,0.00015917480050120503
39,0.00043127540266141295,0.00017134712834376842
40,0.0006585022201761603,0.00021039039711467922
41,0.0005184992332942784,0.00020160125859547406
42,0.0004283760499674827,0.00016416964353993535
43,0.0004069336282555014,0.000183658572495915
44,0.00047109840670600533,0.0002312197320861742
45,0.00045416736975312233,0.00018868273764383048
46,0.0005332754808478057,0.00016489275731146336
47,0.0004205096629448235,0.00017910120368469507
48,0.0004441494238562882,0.00022287035244517028
49,0.0003588341933209449,0.00017664392362348735
50,0.0003965918440371752,0.00019398656149860471
51,0.000561511842533946,0.00020457239588722587
52,0.0004483431694097817,0.00018125318456441164
53,0.0006187288672663271,0.0002884815039578825
54,0.0006646706024184823,0.00017010528245009482
55,0.00042050713091157377,0.0002832300087902695
56,0.0004117130010854453,0.00018604291835799813
57,0.00043150660349056125,0.00017128539911936969
58,0.0004181373806204647,0.00017970426415558904
59,0.0004593598423525691,0.00020854327885899693
60,0.0005177923594601452,0.00019591480668168515
61,0.00038041535299271345,0.00029108140734024346
62,0.0004354034026619047,0.00018126977374777198
63,0.0006214447203092277,0.0001621385308681056
64,0.00038767923251725733,0.00017796478641685098
65,0.00043911137618124485,0.00020024161494802684
66,0.0005090060294605792,0.00022961717331781983
67,0.0004061276849824935,0.00019206601427868009
68,0.0003956229193136096,0.00021862125140614808
69,0.00042700578342191875,0.0001726341142784804
70,0.0004467428079806268,0.00018167677626479417
71,0.00042432849295437336,0.00016806549683678895
72,0.0005350400460883975,0.00016732206859160215
73,0.000412803259678185,0.00017401609511580318
74,0.0004400953184813261,0.00017635452968534082
75,0.00040149077540263534,0.00017657314310781658
76,0.0005059578688815236,0.00016975472681224346
77,0.0004384007188491523,0.0001791625254554674
78,0.00044602734851650894,0.00018851326603908092
79,0.0004816788132302463,0.0003007073828484863
80,0.0004457444592844695,0.00025106026441790164
81,0.00045503670116886497,0.00019269119366072118
82,0.000428101047873497,0.0002238283195765689
83,0.0003851211513392627,0.00026794103905558586
84,0.0005283569335006177,0.00024424027651548386
85,0.00042574063991196454,0.0002595086698420346
86,0.0004489561542868614,0.00018643919611349702
87,0.0004023404617328197,0.00017959001706913114
0,0.0004941840306855738,0.0004433239810168743
1,0.0005702476482838392,0.0001924357347888872
2,0.0004752849054057151,0.00020255736308172345
3,0.0004309112555347383,0.00018920196453109384
4,0.00040909400559030473,0.0002360412763664499
5,0.0005076842498965561,0.00020805512031074613
6,0.000528589531313628,0.00018528779037296772
7,0.0006216666661202908,0.00021070009097456932
8,0.000472997227916494,0.00032549642492085695
9,0.0004615306097548455,0.00020877961651422083
10,0.000501685484778136,0.0002609207294881344
11,0.000490016071125865,0.00019677882664836943
12,0.0005063018761575222,0.000225065799895674
13,0.000493402942083776,0.0002434064372209832
14,0.00038500194204971194,0.0001808794477256015
15,0.0004435228474903852,0.0001922019582707435
16,0.0005090806516818702,0.0001823199272621423
17,0.0006185452803038061,0.0002114400122081861
18,0.000399289681809023,0.00018860232376027852
19,0.0004222816787660122,0.0002614098775666207
20,0.0004739295691251755,0.00016584679542575032
21,0.00042684635263867676,0.00016900677292142063
22,0.0005062249256297946,0.00018274570174980909
23,0.0004832942795474082,0.0004400083562359214
24,0.0004248938930686563,0.0002060764527413994
25,0.0005033347988501191,0.00017796167230699211
26,0.0006297135259956121,0.0001678678090684116
27,0.00044241122668609023,0.00016921227506827563
28,0.00041956044151447713,0.00016504491213709116
29,0.0004917646874673665,0.00031263355049304664
30,0.0004947222769260406,0.0002951672358904034
31,0.0004008364921901375,0.00016977384802885354
32,0.00044563572737388313,0.0001939553185366094
33,0.000493706320412457,0.0001801474718376994
34,0.00043672657920978963,0.00023177237017080188
35,0.0006226900150068104,0.0002213793050032109
36,0.0005680908798240125,0.00029095693025738
37,0.0004273672529961914,0.00017455632041674107
38,0.00038153125206008554,0.00017354360898025334
39,0.00038146431325003505,0.00016364894690923393
40,0.00042822855175472796,0.0001698326668702066
41,0.0004168122250121087,0.00015909815556369722
42,0.00044643532601185143,0.0001622899726498872
43,0.00041141817928291857,0.00025685891159810126
44,0.0004157325020059943,0.00020496000070124865
45,0.00040614360477775335,0.00015880896535236388
46,0.00046013094834052026,0.0001562992692925036
47,0.0004720785655081272,0.00018263350648339838
48,0.0004136500065214932,0.00015971415268722922
49,0.0003908267244696617,0.0001618835231056437
50,0.0004144590930081904,0.0001848610700108111
51,0.00042879499960690737,0.00016711102216504514
52,0.0004111828457098454,0.00017766407108865678
